m   f
17.254	0.9999
17.116	0.0199
17.067	0.0242
16.861	0.0370
16.781	0.0408
16.655	0.0512
16.394	0.0760
16.357	0.0792
16.283	0.0898
16.257	0.0931
16.232	0.1031
16.233	0.1064
16.227	0.1166
16.235	0.1198
16.275	0.1328
16.284	0.1361
16.331	0.1509
16.336	0.1542
16.371	0.1671
16.391	0.1703
16.424	0.1801
16.421	0.1837
16.443	0.1938
16.459	0.1973
16.486	0.2072
16.489	0.2107
16.517	0.2204
16.527	0.2238
16.553	0.2344
16.555	0.2378
16.583	0.2478
16.575	0.2512
16.601	0.2610
16.635	0.2645
17.144	0.6558
17.134	0.6627
17.147	0.6723
17.14	0.6757
17.146	0.6856
17.159	0.6890
17.152	0.7001
17.161	0.7035
17.162	0.7133
17.176	0.7168
17.167	0.7267
17.164	0.7301
17.164	0.7396
17.172	0.7430
17.195	0.7531
17.186	0.7566
17.195	0.7971
17.19	0.8070
17.168	0.8104
17.168	0.8205
17.154	0.8239
17.163	0.8344
17.16	0.8379
17.163	0.8477
17.159	0.8511
17.177	0.8609
17.173	0.8644
17.185	0.8741
17.17	0.8776
17.19	0.8875
17.182	0.8909
17.188	0.0125
17.131	0.0213
17.089	0.0275
17.023	0.0338
16.849	0.0400
16.716	0.0463
16.64	0.0526
