l   t4  t5  t6  t7  t8  t9  t10
0	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
1	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
2	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.948e-286
3	0.000e+00	0.000e+00	0.000e+00	4.164e-272	7.559e-235	7.205e-206	1.099e-182
4	0.000e+00	1.234e-287	1.794e-235	3.256e-198	2.864e-170	1.554e-148	3.792e-131
5	4.043e-288	1.591e-225	8.546e-184	5.482e-154	1.243e-131	3.033e-114	2.465e-100
6	2.362e-236	3.434e-184	2.046e-149	1.413e-124	6.021e-106	1.859e-91	7.260e-80
7	1.984e-199	1.019e-154	6.538e-125	1.277e-103	1.187e-87	3.119e-75	2.690e-65
8	8.949e-172	1.185e-132	1.429e-106	6.088e-88	5.709e-74	4.205e-63	2.077e-54
9	2.694e-150	1.605e-115	2.448e-92	8.879e-76	2.333e-63	1.066e-53	5.695e-46
10	3.883e-133	7.703e-102	5.645e-81	4.521e-66	6.807e-55	3.363e-46	3.032e-39
11	4.058e-119	1.150e-90	1.069e-71	3.780e-58	5.484e-48	4.390e-40	9.231e-34
12	1.882e-107	2.269e-81	5.537e-64	1.455e-51	3.004e-42	5.278e-35	3.299e-29
13	1.355e-97	1.611e-73	1.807e-57	5.264e-46	2.087e-37	1.016e-30	2.275e-25
14	3.709e-89	8.407e-67	6.733e-52	2.976e-41	2.869e-33	4.651e-27	4.319e-22
15	7.434e-82	5.448e-61	4.429e-47	3.819e-37	1.081e-29	6.755e-24	2.926e-19
16	1.784e-75	6.492e-56	7.129e-43	1.471e-33	1.425e-26	3.867e-21	8.596e-17
17	7.464e-70	1.920e-51	3.604e-39	2.107e-30	7.921e-24	1.030e-18	1.270e-14
18	7.292e-65	1.780e-47	6.951e-36	1.324e-27	2.146e-21	1.450e-16	1.060e-12
19	2.095e-60	6.216e-44	5.958e-33	4.160e-25	3.177e-19	1.196e-14	5.473e-11
20	2.127e-56	9.475e-41	2.565e-30	7.259e-23	2.817e-17	6.260e-13	1.880e-09
21	8.867e-53	7.102e-38	6.125e-28	7.656e-21	1.610e-15	2.221e-11	4.555e-08
22	1.714e-49	2.885e-35	8.794e-26	5.230e-19	6.299e-14	5.637e-10	8.173e-07
23	1.698e-46	6.881e-33	8.117e-24	2.450e-17	1.775e-12	1.069e-08	1.130e-05
24	9.388e-44	1.031e-30	5.093e-22	8.256e-16	3.751e-11	1.572e-07	1.243e-04
25	3.105e-41	1.026e-28	2.275e-20	2.082e-14	6.160e-10	1.850e-06	1.120e-03
26	6.522e-39	7.110e-27	7.532e-19	4.065e-13	8.094e-09	1.786e-05	8.451e-03
27	9.153e-37	3.575e-25	1.910e-17	6.323e-12	8.725e-08	1.448e-04	5.453e-02
28	8.965e-35	1.350e-23	3.820e-16	8.031e-11	7.885e-07	1.004e-03	3.059e-01
29	6.361e-33	3.943e-22	6.175e-15	8.507e-10	6.084e-06	6.054e-03	1.515e+00
30	3.378e-31	9.144e-21	8.244e-14	7.656e-09	4.073e-05	3.220e-02	6.701e+00
31	1.381e-29	1.722e-19	9.262e-13	5.947e-08	2.399e-04	1.529e-01	2.679e+01
32	4.453e-28	2.686e-18	8.901e-12	4.044e-07	1.258e-03	6.556e-01	9.774e+01
33	1.158e-26	3.530e-17	7.423e-11	2.437e-06	5.942e-03	2.561e+00	3.281e+02
34	2.475e-25	3.970e-16	5.439e-10	1.315e-05	2.550e-02	9.194e+00	1.021e+03
